"","State","Type","County","Violent crime","Murder and nonnegligent manslaughter","Rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson","year"
"35200","KENTUCKY","Nonmetropolitan","Pulaski",27,2,7,6,12,814,247,505,62,7,2005
"35201","KENTUCKY","Nonmetropolitan","Rockcastle",11,0,1,3,7,67,26,27,14,2,2005
"35202","KENTUCKY","Nonmetropolitan","Russell",0,0,0,0,0,16,5,11,0,0,2005
"35203","KENTUCKY","Nonmetropolitan","Simpson",6,0,0,2,4,82,21,56,5,0,2005
"35204","KENTUCKY","Nonmetropolitan","Taylor",11,0,3,0,8,129,64,58,7,3,2005
"35205","KENTUCKY","Nonmetropolitan","Todd",0,0,0,0,0,4,1,2,1,0,2005
"35206","KENTUCKY","Nonmetropolitan","Union",2,0,0,1,1,48,8,34,6,0,2005
"35207","KENTUCKY","Nonmetropolitan","Wayne",10,2,1,0,7,69,36,24,9,0,2005
"35208","KENTUCKY","Nonmetropolitan","Wolfe",0,0,0,0,0,35,9,22,4,0,2005
"35209","LOUISIANA","Metropolitan","Ascension",384,5,24,28,327,2981,592,2090,299,6,2005
"35210","LOUISIANA","Metropolitan","Bossier",275,0,4,3,268,581,74,447,60,1,2005
"35211","LOUISIANA","Metropolitan","Caddo",197,1,22,22,152,1104,272,711,121,12,2005
"35212","LOUISIANA","Metropolitan","Calcasieu",337,4,67,63,203,3408,910,2264,234,15,2005
"35213","LOUISIANA","Metropolitan","Cameron",69,0,0,1,68,233,57,163,13,1,2005
"35214","LOUISIANA","Metropolitan","East Baton Rouge",776,10,40,245,481,9270,1445,7336,489,47,2005
"35215","LOUISIANA","Metropolitan","Grant",46,0,2,0,44,269,104,138,27,1,2005
"35216","LOUISIANA","Metropolitan","Lafayette",240,5,22,33,180,1481,442,879,160,15,2005
"35217","LOUISIANA","Metropolitan","Lafourche",170,2,10,20,138,1828,391,1356,81,2,2005
"35218","LOUISIANA","Metropolitan","Livingston",276,6,24,10,236,930,485,355,90,1,2005
"35219","LOUISIANA","Metropolitan","Ouachita",223,4,21,30,168,2253,740,1425,88,8,2005
"35220","LOUISIANA","Metropolitan","Plaquemines",74,1,0,6,67,381,103,254,24,1,2005
"35221","LOUISIANA","Metropolitan","Pointe Coupee",69,2,4,2,61,283,59,221,3,0,2005
"35222","LOUISIANA","Metropolitan","St. Charles",96,5,8,24,59,1463,437,874,152,14,2005
"35223","LOUISIANA","Metropolitan","St. Helena",42,1,1,1,39,151,44,94,13,1,2005
"35224","LOUISIANA","Metropolitan","St. John the Baptist",146,5,19,45,77,1338,303,911,124,0,2005
"35225","LOUISIANA","Metropolitan","St. Tammany",424,8,24,43,349,2906,782,1884,240,14,2005
"35226","LOUISIANA","Metropolitan","Terrebonne",302,3,33,35,231,3008,614,2180,214,26,2005
"35227","LOUISIANA","Metropolitan","West Baton Rouge",102,0,4,12,86,655,51,563,41,0,2005
"35228","LOUISIANA","Metropolitan","West Feliciana",72,2,3,7,60,144,41,90,13,3,2005
"35229","LOUISIANA","Nonmetropolitan","Acadia",20,2,2,6,10,565,93,428,44,0,2005
"35230","LOUISIANA","Nonmetropolitan","Assumption",202,0,0,3,199,382,35,317,30,0,2005
"35231","LOUISIANA","Nonmetropolitan","Beauregard",28,0,4,0,24,345,117,196,32,3,2005
"35232","LOUISIANA","Nonmetropolitan","Bienville",25,0,4,0,21,128,36,87,5,0,2005
"35233","LOUISIANA","Nonmetropolitan","Caldwell",32,0,0,2,30,151,53,91,7,0,2005
"35234","LOUISIANA","Nonmetropolitan","Concordia",21,1,2,2,16,157,37,110,10,1,2005
"35235","LOUISIANA","Nonmetropolitan","East Carroll",20,1,2,2,15,61,28,30,3,1,2005
"35236","LOUISIANA","Nonmetropolitan","Evangeline",44,0,7,2,35,394,113,249,32,0,2005
"35237","LOUISIANA","Nonmetropolitan","Franklin",23,1,0,1,21,240,71,163,6,3,2005
"35238","LOUISIANA","Nonmetropolitan","Jackson",8,0,0,1,7,93,23,68,2,0,2005
"35239","LOUISIANA","Nonmetropolitan","Lincoln",22,0,2,0,20,300,80,212,8,0,2005
"35240","LOUISIANA","Nonmetropolitan","Madison",66,0,2,3,61,135,32,91,12,1,2005
"35241","LOUISIANA","Nonmetropolitan","Morehouse",41,0,2,5,34,321,57,258,6,0,2005
"35242","LOUISIANA","Nonmetropolitan","Natchitoches",147,2,5,4,136,466,176,254,36,0,2005
"35243","LOUISIANA","Nonmetropolitan","Richland",10,0,3,2,5,184,60,108,16,0,2005
"35244","LOUISIANA","Nonmetropolitan","St. James",86,1,2,7,76,522,134,363,25,2,2005
"35245","LOUISIANA","Nonmetropolitan","St. Landry",151,3,5,8,135,898,254,567,77,9,2005
"35246","LOUISIANA","Nonmetropolitan","Tangipahoa",962,2,25,66,869,3288,1322,1854,112,0,2005
"35247","LOUISIANA","Nonmetropolitan","Vermilion",90,0,2,1,87,168,23,136,9,1,2005
"35248","LOUISIANA","Nonmetropolitan","Vernon",95,0,11,3,81,574,102,450,22,2,2005
"35249","LOUISIANA","Nonmetropolitan","Washington",44,2,2,13,27,352,113,216,23,0,2005
"35250","LOUISIANA","Nonmetropolitan","Webster",58,3,3,5,47,256,86,151,19,1,2005
"35251","LOUISIANA","Nonmetropolitan","West Carroll",31,0,1,0,30,277,88,157,32,0,2005
"35252","MAINE","Metropolitan","Androscoggin",6,0,3,0,3,298,55,228,15,0,2005
"35253","MAINE","Metropolitan","Cumberland",42,0,9,5,28,580,234,301,45,1,2005
"35254","MAINE","Metropolitan","Penobscot",8,0,0,0,8,758,228,495,35,0,2005
"35255","MAINE","Metropolitan","Sagadahoc",12,0,2,0,10,209,56,142,11,1,2005
"35256","MAINE","Metropolitan","York",40,0,4,1,35,363,146,207,10,1,2005
"35257","MAINE","Nonmetropolitan","Aroostook",5,0,0,2,3,133,46,84,3,0,2005
"35258","MAINE","Nonmetropolitan","Hancock",3,0,0,1,2,202,40,150,12,0,2005
"35259","MAINE","Nonmetropolitan","Kennebec",19,0,9,1,9,293,109,171,13,0,2005
"35260","MAINE","Nonmetropolitan","Knox",15,0,6,3,6,207,64,132,11,0,2005
"35261","MAINE","Nonmetropolitan","Lincoln",9,0,5,2,2,242,61,173,8,0,2005
"35262","MAINE","Nonmetropolitan","Oxford",5,0,2,0,3,253,104,135,14,0,2005
"35263","MAINE","Nonmetropolitan","Piscataquis",3,0,1,1,1,97,32,61,4,0,2005
"35264","MAINE","Nonmetropolitan","Somerset",15,0,4,1,10,288,85,185,18,1,2005
"35265","MAINE","Nonmetropolitan","Waldo",20,0,1,2,17,263,68,177,18,0,2005
"35266","MAINE","Nonmetropolitan","Washington",1,0,0,0,1,119,52,62,5,0,2005
"35267","MARYLAND","Metropolitan","Allegany",13,0,0,0,13,117,26,90,1,0,2005
"35268","MARYLAND","Metropolitan","Anne Arundel",0,0,0,0,0,0,0,0,0,0,2005
"35269","MARYLAND","Metropolitan","Anne Arundel County Police Department",2705,12,75,679,1939,15187,2805,11031,1351,133,2005
"35270","MARYLAND","Metropolitan","Baltimore County",0,0,0,0,0,0,0,0,0,0,2005
"35271","MARYLAND","Metropolitan","Baltimore County Police Department",5609,40,177,1765,3627,24937,4589,17324,3024,312,2005
"35272","MARYLAND","Metropolitan","Calvert",153,1,11,20,121,1217,253,899,65,0,2005
"35273","MARYLAND","Metropolitan","Carroll",35,0,2,2,31,225,55,163,7,1,2005
"35274","MARYLAND","Metropolitan","Cecil",55,1,0,8,46,761,252,412,97,0,2005
"35275","MARYLAND","Metropolitan","Charles",715,4,35,188,488,4024,636,2785,603,0,2005
"35276","MARYLAND","Metropolitan","Frederick",143,1,13,13,116,1279,286,909,84,6,2005
"35277","MARYLAND","Metropolitan","Harford",374,2,17,95,260,2602,572,1854,176,7,2005
"35278","MARYLAND","Metropolitan","Howard",2,0,0,0,2,0,0,0,0,0,2005
"35279","MARYLAND","Metropolitan","Howard County Police Department",609,4,42,262,301,7146,1225,5385,536,172,2005
"35280","MARYLAND","Metropolitan","Montgomery",0,0,0,0,0,0,0,0,0,0,2005
"35281","MARYLAND","Metropolitan","Montgomery County Police Department",2079,19,150,1035,875,21925,3570,15869,2486,315,2005
"35282","MARYLAND","Metropolitan","Prince George's",27,0,0,0,27,0,0,0,0,0,2005
"35283","MARYLAND","Metropolitan","Prince George's County Police Department",8232,150,266,4447,3369,45563,6372,24003,15188,471,2005
"35284","MARYLAND","Metropolitan","Queen Anne's",43,1,5,10,27,558,138,399,21,2,2005
"35285","MARYLAND","Metropolitan","Somerset",5,0,0,0,5,23,4,19,0,0,2005
"35286","MARYLAND","Metropolitan","Washington",163,2,8,15,138,1239,275,878,86,0,2005
"35287","MARYLAND","Metropolitan","Wicomico",199,2,16,24,157,815,274,495,46,5,2005
"35288","MARYLAND","Nonmetropolitan","Caroline",63,0,2,1,60,274,114,143,17,1,2005
"35289","MARYLAND","Nonmetropolitan","Dorchester",25,0,2,1,22,225,56,145,24,2,2005
"35290","MARYLAND","Nonmetropolitan","Garrett",25,0,1,0,24,239,63,166,10,0,2005
"35291","MARYLAND","Nonmetropolitan","Kent",17,0,0,1,16,93,40,47,6,0,2005
"35292","MARYLAND","Nonmetropolitan","St. Mary's",262,1,19,34,208,1596,348,1149,99,8,2005
"35293","MARYLAND","Nonmetropolitan","Talbot",13,0,0,4,9,124,27,87,10,0,2005
"35294","MARYLAND","Nonmetropolitan","Worcester",75,1,3,0,71,145,42,91,12,0,2005
"35295","MICHIGAN","Metropolitan","Barry",21,0,2,1,18,218,45,157,16,2,2005
"35296","MICHIGAN","Metropolitan","Bay",41,0,8,9,24,695,148,500,47,3,2005
"35297","MICHIGAN","Metropolitan","Berrien",93,4,20,5,64,583,130,416,37,5,2005
"35298","MICHIGAN","Metropolitan","Calhoun",86,0,11,7,68,532,156,332,44,5,2005
"35299","MICHIGAN","Metropolitan","Cass",44,0,16,3,25,752,252,455,45,4,2005
"35300","MICHIGAN","Metropolitan","Clinton",22,2,8,0,12,284,85,181,18,2,2005
"35301","MICHIGAN","Metropolitan","Eaton",132,2,23,23,84,1705,314,1285,106,6,2005
"35302","MICHIGAN","Metropolitan","Genesee",48,0,20,2,26,633,138,432,63,2,2005
"35303","MICHIGAN","Metropolitan","Ingham",95,2,19,16,58,1186,283,819,84,13,2005
"35304","MICHIGAN","Metropolitan","Ionia",57,1,15,1,40,341,96,211,34,2,2005
"35305","MICHIGAN","Metropolitan","Jackson",92,1,18,5,68,500,153,306,41,7,2005
"35306","MICHIGAN","Metropolitan","Kalamazoo",204,0,31,40,133,1881,502,1256,123,21,2005
"35307","MICHIGAN","Metropolitan","Kent",353,0,44,48,261,4128,1062,2872,194,35,2005
"35308","MICHIGAN","Metropolitan","Lapeer",65,0,10,1,54,495,102,361,32,2,2005
"35309","MICHIGAN","Metropolitan","Livingston",68,0,10,7,51,923,191,651,81,9,2005
"35310","MICHIGAN","Metropolitan","Macomb",281,1,24,33,223,2571,349,1966,256,10,2005
"35311","MICHIGAN","Metropolitan","Monroe",189,2,39,29,119,2463,591,1631,241,48,2005
"35312","MICHIGAN","Metropolitan","Muskegon",73,0,19,2,52,805,163,590,52,8,2005
"35313","MICHIGAN","Metropolitan","Newaygo",75,1,38,1,35,421,174,230,17,0,2005
"35314","MICHIGAN","Metropolitan","Oakland",512,3,82,54,373,4721,805,3655,261,61,2005
"35315","MICHIGAN","Metropolitan","Ottawa",318,2,140,24,152,2990,733,2107,150,24,2005
"35316","MICHIGAN","Metropolitan","Saginaw",102,2,14,10,76,895,191,630,74,5,2005
"35317","MICHIGAN","Metropolitan","St. Clair",218,2,37,15,164,1845,457,1206,182,9,2005
"35318","MICHIGAN","Metropolitan","Van Buren",56,0,12,2,42,672,198,421,53,7,2005
"35319","MICHIGAN","Metropolitan","Washtenaw",362,3,57,77,225,2239,691,1210,338,19,2005
"35320","MICHIGAN","Metropolitan","Wayne",225,2,13,59,151,678,150,189,339,21,2005
"35321","MICHIGAN","Nonmetropolitan","Alcona",7,1,0,0,6,254,101,150,3,1,2005
"35322","MICHIGAN","Nonmetropolitan","Alger",1,0,0,0,1,3,1,2,0,0,2005
"35323","MICHIGAN","Nonmetropolitan","Allegan",86,1,19,6,60,675,196,434,45,5,2005
"35324","MICHIGAN","Nonmetropolitan","Antrim",12,0,0,0,12,276,109,155,12,3,2005
"35325","MICHIGAN","Nonmetropolitan","Arenac",24,0,5,1,18,181,58,112,11,0,2005
"35326","MICHIGAN","Nonmetropolitan","Baraga",1,0,0,0,1,19,1,16,2,0,2005
"35327","MICHIGAN","Nonmetropolitan","Benzie",20,0,8,0,12,207,63,131,13,0,2005
"35328","MICHIGAN","Nonmetropolitan","Branch",19,0,9,0,10,241,61,170,10,0,2005
"35329","MICHIGAN","Nonmetropolitan","Charlevoix",18,1,8,0,9,218,55,148,15,0,2005
"35330","MICHIGAN","Nonmetropolitan","Cheboygan",9,0,2,0,7,97,25,67,5,0,2005
"35331","MICHIGAN","Nonmetropolitan","Chippewa",9,0,0,0,9,66,18,40,8,0,2005
"35332","MICHIGAN","Nonmetropolitan","Clare",69,0,13,2,54,836,373,419,44,6,2005
"35333","MICHIGAN","Nonmetropolitan","Crawford",14,0,8,1,5,151,44,88,19,0,2005
"35334","MICHIGAN","Nonmetropolitan","Delta",4,0,1,0,3,99,35,60,4,0,2005
"35335","MICHIGAN","Nonmetropolitan","Dickinson",0,0,0,0,0,79,13,62,4,0,2005
"35336","MICHIGAN","Nonmetropolitan","Emmet",12,1,0,1,10,233,48,173,12,1,2005
"35337","MICHIGAN","Nonmetropolitan","Gladwin",17,0,6,3,8,152,67,71,14,1,2005
"35338","MICHIGAN","Nonmetropolitan","Grand Traverse",121,0,36,2,83,1041,195,816,30,3,2005
"35339","MICHIGAN","Nonmetropolitan","Gratiot",11,0,3,3,5,205,55,137,13,3,2005
"35340","MICHIGAN","Nonmetropolitan","Hillsdale",50,0,17,1,32,218,84,122,12,1,2005
"35341","MICHIGAN","Nonmetropolitan","Houghton",5,0,2,1,2,114,28,75,11,0,2005
"35342","MICHIGAN","Nonmetropolitan","Huron",13,0,1,1,11,201,66,126,9,3,2005
"35343","MICHIGAN","Nonmetropolitan","Iosco",0,0,0,0,0,34,12,22,0,0,2005
"35344","MICHIGAN","Nonmetropolitan","Iron",3,0,1,0,2,28,8,19,1,0,2005
"35345","MICHIGAN","Nonmetropolitan","Isabella",47,0,12,4,31,427,117,287,23,5,2005
"35346","MICHIGAN","Nonmetropolitan","Kalkaska",14,0,5,0,9,271,112,151,8,2,2005
"35347","MICHIGAN","Nonmetropolitan","Keweenaw",3,0,0,0,3,79,32,46,1,0,2005
"35348","MICHIGAN","Nonmetropolitan","Lake",23,0,3,1,19,317,169,138,10,4,2005
"35349","MICHIGAN","Nonmetropolitan","Lenawee",33,0,10,1,22,430,158,246,26,2,2005
"35350","MICHIGAN","Nonmetropolitan","Luce",2,0,0,0,2,15,5,10,0,0,2005
"35351","MICHIGAN","Nonmetropolitan","Mackinac",4,0,1,0,3,57,29,27,1,1,2005
"35352","MICHIGAN","Nonmetropolitan","Manistee",10,1,4,0,5,86,19,60,7,2,2005
"35353","MICHIGAN","Nonmetropolitan","Marquette",8,0,1,0,7,96,20,70,6,1,2005
"35354","MICHIGAN","Nonmetropolitan","Mason",29,0,5,0,24,560,136,406,18,2,2005
"35355","MICHIGAN","Nonmetropolitan","Mecosta",44,1,7,5,31,667,217,427,23,9,2005
"35356","MICHIGAN","Nonmetropolitan","Menominee",11,0,5,2,4,93,43,45,5,3,2005
"35357","MICHIGAN","Nonmetropolitan","Midland",54,0,19,4,31,493,118,351,24,3,2005
"35358","MICHIGAN","Nonmetropolitan","Missaukee",14,0,1,2,11,227,86,129,12,1,2005
"35359","MICHIGAN","Nonmetropolitan","Montcalm",77,0,39,2,36,689,248,394,47,5,2005
"35360","MICHIGAN","Nonmetropolitan","Montmorency",9,1,0,0,8,78,39,36,3,1,2005
"35361","MICHIGAN","Nonmetropolitan","Oceana",31,3,4,2,22,267,82,171,14,2,2005
"35362","MICHIGAN","Nonmetropolitan","Ogemaw",19,0,7,1,11,178,68,105,5,7,2005
"35363","MICHIGAN","Nonmetropolitan","Ontonagon",5,0,0,0,5,21,6,12,3,1,2005
"35364","MICHIGAN","Nonmetropolitan","Osceola",34,0,8,0,26,205,91,105,9,1,2005
"35365","MICHIGAN","Nonmetropolitan","Oscoda",13,0,3,0,10,221,41,164,16,2,2005
"35366","MICHIGAN","Nonmetropolitan","Otsego",4,0,0,0,4,93,29,59,5,2,2005
"35367","MICHIGAN","Nonmetropolitan","Roscommon",28,0,6,1,21,289,59,183,47,1,2005
"35368","MICHIGAN","Nonmetropolitan","Sanilac",25,0,5,0,20,220,63,138,19,0,2005
"35369","MICHIGAN","Nonmetropolitan","Schoolcraft",0,0,0,0,0,0,0,0,0,0,2005
"35370","MICHIGAN","Nonmetropolitan","Shiawassee",55,0,5,1,49,451,141,280,30,1,2005
"35371","MICHIGAN","Nonmetropolitan","St. Joseph",18,0,4,1,13,289,98,177,14,4,2005
"35372","MICHIGAN","Nonmetropolitan","Tuscola",40,1,3,1,35,325,124,170,31,0,2005
"35373","MICHIGAN","Nonmetropolitan","Wexford",28,0,5,1,22,356,97,250,9,2,2005
"35374","MINNESOTA","Metropolitan","Anoka",36,0,7,1,28,637,124,475,38,3,2005
"35375","MINNESOTA","Metropolitan","Benton",27,0,15,0,12,350,78,250,22,0,2005
"35376","MINNESOTA","Metropolitan","Carlton",25,0,11,0,14,348,103,218,27,2,2005
"35377","MINNESOTA","Metropolitan","Carver",44,0,7,2,35,774,145,580,49,6,2005
"35378","MINNESOTA","Metropolitan","Chisago",30,0,6,1,23,671,130,464,77,0,2005
"35379","MINNESOTA","Metropolitan","Clay",12,0,4,1,7,109,26,75,8,0,2005
"35380","MINNESOTA","Metropolitan","Dakota",17,0,2,0,15,197,50,129,18,0,2005
"35381","MINNESOTA","Metropolitan","Dodge",9,0,0,3,6,175,48,120,7,4,2005
"35382","MINNESOTA","Metropolitan","Hennepin",31,0,2,3,26,168,34,119,15,1,2005
"35383","MINNESOTA","Metropolitan","Houston",4,0,1,0,3,80,24,53,3,0,2005
"35384","MINNESOTA","Metropolitan","Isanti",17,0,7,0,10,402,122,223,57,2,2005
"35385","MINNESOTA","Metropolitan","Olmsted",23,0,5,1,17,409,115,252,42,2,2005
"35386","MINNESOTA","Metropolitan","Polk",29,1,11,1,16,221,47,162,12,10,2005
"35387","MINNESOTA","Metropolitan","Ramsey",17,0,3,3,11,224,25,172,27,8,2005
"35388","MINNESOTA","Metropolitan","Scott",9,0,5,0,4,169,32,109,28,0,2005
"35389","MINNESOTA","Metropolitan","Sherburne",46,0,8,1,37,670,123,496,51,5,2005
"35390","MINNESOTA","Metropolitan","Stearns",45,2,14,0,29,542,150,367,25,5,2005
"35391","MINNESOTA","Metropolitan","St. Louis",72,0,37,3,32,1106,499,504,103,11,2005
"35392","MINNESOTA","Metropolitan","Washington",60,0,14,3,43,1232,242,896,94,7,2005
"35393","MINNESOTA","Metropolitan","Wright",50,0,7,7,36,2006,241,1628,137,9,2005
"35394","MINNESOTA","Nonmetropolitan","Aitkin",27,0,11,0,16,459,179,247,33,0,2005
"35395","MINNESOTA","Nonmetropolitan","Becker",24,0,2,3,19,255,83,128,44,0,2005
"35396","MINNESOTA","Nonmetropolitan","Beltrami",50,2,8,3,37,436,105,263,68,13,2005
"35397","MINNESOTA","Nonmetropolitan","Big Stone",1,0,1,0,0,73,38,30,5,0,2005
"35398","MINNESOTA","Nonmetropolitan","Blue Earth",18,0,11,0,7,296,123,155,18,2,2005
"35399","MINNESOTA","Nonmetropolitan","Brown",1,0,0,0,1,17,3,13,1,0,2005
"35400","MINNESOTA","Nonmetropolitan","Cass",122,4,64,9,45,1020,246,673,101,1,2005
"35401","MINNESOTA","Nonmetropolitan","Clearwater",12,1,5,1,5,154,45,101,8,0,2005
"35402","MINNESOTA","Nonmetropolitan","Cottonwood",4,0,2,0,2,40,14,25,1,0,2005
"35403","MINNESOTA","Nonmetropolitan","Crow Wing",33,1,11,2,19,658,239,377,42,0,2005
"35404","MINNESOTA","Nonmetropolitan","Douglas",22,1,4,1,16,387,124,239,24,2,2005
"35405","MINNESOTA","Nonmetropolitan","Faribault",4,0,1,0,3,75,33,31,11,1,2005
"35406","MINNESOTA","Nonmetropolitan","Fillmore",15,0,9,0,6,120,35,75,10,1,2005
"35407","MINNESOTA","Nonmetropolitan","Freeborn",8,0,2,0,6,155,50,91,14,0,2005
"35408","MINNESOTA","Nonmetropolitan","Goodhue",17,0,7,0,10,272,74,171,27,0,2005
"35409","MINNESOTA","Nonmetropolitan","Grant",2,0,0,0,2,89,26,62,1,1,2005
"35410","MINNESOTA","Nonmetropolitan","Hubbard",17,0,5,1,11,325,117,183,25,1,2005
"35411","MINNESOTA","Nonmetropolitan","Itasca",50,0,9,2,39,525,200,273,52,3,2005
"35412","MINNESOTA","Nonmetropolitan","Jackson",6,0,2,0,4,33,11,20,2,0,2005
"35413","MINNESOTA","Nonmetropolitan","Kanabec",20,0,9,0,11,254,98,123,33,1,2005
"35414","MINNESOTA","Nonmetropolitan","Kandiyohi",22,0,12,0,10,355,78,257,20,2,2005
"35415","MINNESOTA","Nonmetropolitan","Kittson",5,0,1,0,4,79,18,58,3,1,2005
"35416","MINNESOTA","Nonmetropolitan","Koochiching",12,0,4,0,8,143,66,73,4,1,2005
"35417","MINNESOTA","Nonmetropolitan","Lac Qui Parle",2,0,2,0,0,50,17,30,3,0,2005
"35418","MINNESOTA","Nonmetropolitan","Lake",1,0,1,0,0,101,42,48,11,0,2005
"35419","MINNESOTA","Nonmetropolitan","Lake of the Woods",6,0,1,0,5,85,15,60,10,0,2005
"35420","MINNESOTA","Nonmetropolitan","Le Sueur",10,0,2,0,8,159,9,132,18,0,2005
"35421","MINNESOTA","Nonmetropolitan","Lincoln",11,0,0,0,11,11,0,11,0,0,2005
"35422","MINNESOTA","Nonmetropolitan","Lyon",6,0,4,0,2,70,34,31,5,0,2005
"35423","MINNESOTA","Nonmetropolitan","Mahnomen",35,0,1,1,33,203,50,139,14,3,2005
"35424","MINNESOTA","Nonmetropolitan","Marshall",6,0,0,0,6,109,7,98,4,0,2005
"35425","MINNESOTA","Nonmetropolitan","Martin",2,0,1,0,1,58,22,28,8,0,2005
"35426","MINNESOTA","Nonmetropolitan","McLeod",8,0,5,0,3,135,50,64,21,1,2005
"35427","MINNESOTA","Nonmetropolitan","Meeker",23,0,14,2,7,348,97,231,20,1,2005
"35428","MINNESOTA","Nonmetropolitan","Mille Lacs",34,1,7,1,25,649,132,440,77,3,2005
"35429","MINNESOTA","Nonmetropolitan","Morrison",18,0,5,0,13,424,84,310,30,1,2005
"35430","MINNESOTA","Nonmetropolitan","Mower",16,0,5,0,11,270,77,171,22,0,2005
"35431","MINNESOTA","Nonmetropolitan","Murray",5,0,1,0,4,85,38,38,9,0,2005
"35432","MINNESOTA","Nonmetropolitan","Nicollet",5,0,3,0,2,112,27,76,9,0,2005
"35433","MINNESOTA","Nonmetropolitan","Nobles",1,0,1,0,0,63,25,36,2,0,2005
"35434","MINNESOTA","Nonmetropolitan","Norman",4,0,0,0,4,57,21,33,3,0,2005
"35435","MINNESOTA","Nonmetropolitan","Otter Tail",35,1,12,1,21,572,170,359,43,5,2005
"35436","MINNESOTA","Nonmetropolitan","Pennington",1,0,0,0,1,53,23,26,4,0,2005
"35437","MINNESOTA","Nonmetropolitan","Pope",5,0,0,0,5,48,7,33,8,0,2005
"35438","MINNESOTA","Nonmetropolitan","Red Lake",1,0,0,0,1,15,1,13,1,0,2005
"35439","MINNESOTA","Nonmetropolitan","Redwood",13,0,8,0,5,90,26,53,11,1,2005
"35440","MINNESOTA","Nonmetropolitan","Renville",25,0,6,2,17,247,67,142,38,2,2005
"35441","MINNESOTA","Nonmetropolitan","Rice",14,1,6,1,6,276,88,159,29,13,2005
"35442","MINNESOTA","Nonmetropolitan","Rock",18,0,0,0,18,55,10,36,9,0,2005
"35443","MINNESOTA","Nonmetropolitan","Roseau",3,0,1,0,2,105,22,78,5,1,2005
"35444","MINNESOTA","Nonmetropolitan","Steele",14,0,3,1,10,199,56,125,18,5,2005
"35445","MINNESOTA","Nonmetropolitan","Stevens",3,0,1,0,2,30,7,21,2,0,2005
"35446","MINNESOTA","Nonmetropolitan","Swift",1,0,0,0,1,22,8,11,3,0,2005
"35447","MINNESOTA","Nonmetropolitan","Todd",22,0,10,0,12,267,89,155,23,1,2005
"35448","MINNESOTA","Nonmetropolitan","Traverse",5,0,2,0,3,27,9,18,0,0,2005
"35449","MINNESOTA","Nonmetropolitan","Wadena",10,0,4,0,6,76,26,41,9,2,2005
"35450","MINNESOTA","Nonmetropolitan","Waseca",7,0,4,0,3,103,47,49,7,1,2005
"35451","MINNESOTA","Nonmetropolitan","Watonwan",3,0,2,0,1,88,27,57,4,0,2005
"35452","MINNESOTA","Nonmetropolitan","Wilkin",5,0,1,0,4,46,7,38,1,1,2005
"35453","MINNESOTA","Nonmetropolitan","Winona",10,0,0,0,10,95,17,64,14,1,2005
"35454","MINNESOTA","Nonmetropolitan","Yellow Medicine",1,0,0,0,1,98,35,59,4,0,2005
"35455","MISSISSIPPI","Metropolitan","Desoto",42,0,6,11,25,664,152,380,132,3,2005
"35456","MISSISSIPPI","Metropolitan","George",22,0,1,0,21,223,81,124,18,3,2005
"35457","MISSISSIPPI","Metropolitan","Harrison",111,8,49,11,43,1451,343,979,129,4,2005
"35458","MISSISSIPPI","Metropolitan","Hinds",55,1,12,17,25,748,260,378,110,1,2005
"35459","MISSISSIPPI","Metropolitan","Jackson",101,4,17,16,64,1632,388,959,285,0,2005
"35460","MISSISSIPPI","Metropolitan","Lamar",40,1,15,7,17,678,261,388,29,1,2005
"35461","MISSISSIPPI","Metropolitan","Madison",60,2,5,10,43,434,112,293,29,2,2005
"35462","MISSISSIPPI","Metropolitan","Rankin",41,1,2,5,33,687,261,371,55,12,2005
"35463","MISSISSIPPI","Metropolitan","Stone",35,0,5,3,27,112,15,85,12,0,2005
"35464","MISSISSIPPI","Metropolitan","Tate",8,0,2,3,3,244,103,99,42,3,2005
"35465","MISSISSIPPI","Nonmetropolitan","Adams",38,2,4,4,28,556,196,327,33,3,2005
"35466","MISSISSIPPI","Nonmetropolitan","Chickasaw",23,1,0,5,17,59,35,24,0,1,2005
"35467","MISSISSIPPI","Nonmetropolitan","Claiborne",19,4,1,1,13,108,67,39,2,2,2005
"35468","MISSISSIPPI","Nonmetropolitan","Coahoma",12,0,1,2,9,154,76,54,24,0,2005
"35469","MISSISSIPPI","Nonmetropolitan","Grenada",20,2,3,0,15,163,59,85,19,0,2005
"35470","MISSISSIPPI","Nonmetropolitan","Issaquena",0,0,0,0,0,0,0,0,0,0,2005
"35471","MISSISSIPPI","Nonmetropolitan","Itawamba",10,2,2,3,3,209,102,92,15,2,2005
"35472","MISSISSIPPI","Nonmetropolitan","Jefferson",41,1,1,0,39,25,8,17,0,0,2005
"35473","MISSISSIPPI","Nonmetropolitan","Lauderdale",26,1,4,11,10,497,244,218,35,2,2005
"35474","MISSISSIPPI","Nonmetropolitan","Lee",91,0,12,15,64,731,312,378,41,28,2005
"35475","MISSISSIPPI","Nonmetropolitan","Leflore",133,1,4,11,117,479,178,266,35,1,2005
"35476","MISSISSIPPI","Nonmetropolitan","Lincoln",22,0,1,1,20,296,87,191,18,1,2005
"35477","MISSISSIPPI","Nonmetropolitan","Lowndes",55,1,13,9,32,526,149,345,32,2,2005
"35478","MISSISSIPPI","Nonmetropolitan","Marion",58,2,10,3,43,375,173,178,24,0,2005
"35479","MISSISSIPPI","Nonmetropolitan","Oktibbeha",3,0,0,0,3,31,8,23,0,0,2005
