"","State","Type","County","Violent crime","Murder and nonnegligent manslaughter","Rape","Robbery","Aggravated assault","Property crime","Burglary","Larceny-theft","Motor vehicle theft","Arson","year"
"1","ALABAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"2","ARIZONA","Metropolitan","Cochise",47,0,1,3,43,531,195,273,63,5,2019
"3","ARIZONA","Metropolitan","Coconino",127,6,17,1,103,264,59,180,25,6,2019
"4","ARIZONA","Metropolitan","Mohave",135,3,6,19,107,1983,573,1197,213,13,2019
"5","ARIZONA","Metropolitan","Pinal",197,3,5,18,171,1469,321,987,161,NA,2019
"6","ARIZONA","Metropolitan","Yavapai",193,5,0,4,184,860,155,608,97,10,2019
"7","ARIZONA","Metropolitan","Yuma",136,7,17,6,106,807,223,502,82,7,2019
"8","ARIZONA","Nonmetropolitan","Gila",176,1,3,5,167,384,65,252,67,NA,2019
"9","ARIZONA","Nonmetropolitan","Graham",61,4,0,0,57,104,20,76,8,12,2019
"10","ARIZONA","Nonmetropolitan","La Paz",40,1,2,3,34,310,87,181,42,1,2019
"11","ARIZONA","Nonmetropolitan","Navajo",43,1,0,5,37,341,192,115,34,5,2019
"12","ARIZONA","Nonmetropolitan","Santa Cruz",1,0,0,0,1,117,35,66,16,0,2019
"13","ARKANSAS","Metropolitan","Benton",159,3,32,3,121,NA,NA,188,61,1,2019
"14","ARKANSAS","Metropolitan","Cleveland",20,0,4,0,16,162,90,56,16,2,2019
"15","ARKANSAS","Metropolitan","Craighead",48,2,16,1,29,315,108,168,39,3,2019
"16","ARKANSAS","Metropolitan","Crawford",55,1,1,1,52,254,37,188,29,0,2019
"17","ARKANSAS","Metropolitan","Crittenden",123,3,9,8,103,286,83,182,21,1,2019
"18","ARKANSAS","Metropolitan","Faulkner",116,1,18,5,92,749,176,476,97,6,2019
"19","ARKANSAS","Metropolitan","Garland",279,0,25,8,246,NA,NA,675,145,0,2019
"20","ARKANSAS","Metropolitan","Grant",28,0,3,1,24,167,53,86,28,1,2019
"21","ARKANSAS","Metropolitan","Jefferson",78,4,12,2,60,414,110,247,57,7,2019
"22","ARKANSAS","Metropolitan","Lincoln",14,0,7,0,7,40,15,20,5,0,2019
"23","ARKANSAS","Metropolitan","Little River",10,0,1,1,8,93,27,58,8,1,2019
"24","ARKANSAS","Metropolitan","Lonoke",75,1,8,0,66,374,68,220,86,4,2019
"25","ARKANSAS","Metropolitan","Madison",44,1,5,1,37,169,48,99,22,3,2019
"26","ARKANSAS","Metropolitan","Miller",57,0,8,1,48,199,68,113,18,0,2019
"27","ARKANSAS","Metropolitan","Perry",29,0,7,0,22,95,23,72,0,0,2019
"28","ARKANSAS","Metropolitan","Poinsett",42,0,4,0,38,138,60,50,28,0,2019
"29","ARKANSAS","Metropolitan","Pulaski",428,4,31,27,366,1638,353,1123,162,9,2019
"30","ARKANSAS","Metropolitan","Saline",187,7,31,2,147,NA,NA,376,81,2,2019
"31","ARKANSAS","Metropolitan","Sebastian",45,0,6,0,39,223,83,127,13,1,2019
"32","ARKANSAS","Metropolitan","Washington",177,5,6,1,165,572,139,346,87,8,2019
"33","ARKANSAS","Nonmetropolitan","Arkansas",15,0,1,1,13,58,14,42,2,1,2019
"34","ARKANSAS","Nonmetropolitan","Ashley",22,0,1,2,19,153,38,98,17,3,2019
"35","ARKANSAS","Nonmetropolitan","Baxter",70,1,15,1,53,616,81,472,63,5,2019
"36","ARKANSAS","Nonmetropolitan","Boone",199,0,30,1,168,269,79,150,40,1,2019
"37","ARKANSAS","Nonmetropolitan","Bradley",8,0,0,0,8,51,31,12,8,0,2019
"38","ARKANSAS","Nonmetropolitan","Calhoun",11,0,0,0,11,68,22,34,12,0,2019
"39","ARKANSAS","Nonmetropolitan","Carroll",45,0,5,1,39,209,52,111,46,1,2019
"40","ARKANSAS","Nonmetropolitan","Chicot",13,0,2,0,11,76,18,58,0,0,2019
"41","ARKANSAS","Nonmetropolitan","Clark",11,0,0,0,11,70,19,42,9,0,2019
"42","ARKANSAS","Nonmetropolitan","Cleburne",142,0,21,4,117,297,86,185,26,6,2019
"43","ARKANSAS","Nonmetropolitan","Columbia",23,1,2,0,20,67,21,37,9,0,2019
"44","ARKANSAS","Nonmetropolitan","Conway",46,2,13,1,30,234,43,164,27,9,2019
"45","ARKANSAS","Nonmetropolitan","Drew",16,0,4,0,12,66,23,37,6,0,2019
"46","ARKANSAS","Nonmetropolitan","Fulton",29,0,3,0,26,51,0,45,6,0,2019
"47","ARKANSAS","Nonmetropolitan","Hempstead",29,0,6,1,22,143,41,75,27,1,2019
"48","ARKANSAS","Nonmetropolitan","Howard",20,0,4,0,16,57,29,25,3,0,2019
"49","ARKANSAS","Nonmetropolitan","Independence",153,1,44,2,106,367,110,209,48,14,2019
"50","ARKANSAS","Nonmetropolitan","Izard",33,0,8,0,25,197,55,130,12,5,2019
"51","ARKANSAS","Nonmetropolitan","Jackson",45,1,6,1,37,119,10,80,29,5,2019
"52","ARKANSAS","Nonmetropolitan","Johnson",40,0,7,0,33,114,47,51,16,2,2019
"53","ARKANSAS","Nonmetropolitan","Lee",13,1,4,0,8,101,26,64,11,1,2019
"54","ARKANSAS","Nonmetropolitan","Logan",36,0,10,0,26,162,35,117,10,6,2019
"55","ARKANSAS","Nonmetropolitan","Marion",32,0,9,0,23,243,80,150,13,0,2019
"56","ARKANSAS","Nonmetropolitan","Mississippi",23,0,3,2,18,247,81,133,33,3,2019
"57","ARKANSAS","Nonmetropolitan","Monroe",1,0,1,0,0,32,3,14,15,1,2019
"58","ARKANSAS","Nonmetropolitan","Pike",10,0,3,0,7,73,22,49,2,1,2019
"59","ARKANSAS","Nonmetropolitan","Pope",91,2,15,1,73,309,102,163,44,4,2019
"60","ARKANSAS","Nonmetropolitan","Prairie",3,0,1,1,1,67,24,39,4,0,2019
"61","ARKANSAS","Nonmetropolitan","Randolph",40,1,16,0,23,112,24,75,13,2,2019
"62","ARKANSAS","Nonmetropolitan","Scott",22,0,2,1,19,65,28,29,8,0,2019
"63","ARKANSAS","Nonmetropolitan","Sevier",26,0,6,0,20,88,21,53,14,2,2019
"64","ARKANSAS","Nonmetropolitan","St. Francis",40,0,7,6,27,286,80,206,0,2,2019
"65","ARKANSAS","Nonmetropolitan","Union",60,3,2,3,52,273,76,174,23,2,2019
"66","ARKANSAS","Nonmetropolitan","Van Buren",44,2,5,0,37,141,24,82,35,11,2019
"67","ARKANSAS","Nonmetropolitan","White",200,0,61,8,131,598,154,354,90,6,2019
"68","ARKANSAS","Nonmetropolitan","Woodruff",6,0,0,0,6,62,18,41,3,0,2019
"69","ARKANSAS","Nonmetropolitan","Yell",30,0,5,0,25,177,66,90,21,1,2019
"70","CALIFORNIA","Metropolitan","Alameda",633,5,27,210,391,2169,354,1324,491,21,2019
"71","CALIFORNIA","Metropolitan","Butte",283,5,32,28,218,1290,524,724,42,3,2019
"72","CALIFORNIA","Metropolitan","Contra Costa",332,8,28,89,207,1499,411,1053,35,11,2019
"73","CALIFORNIA","Metropolitan","El Dorado",173,3,47,29,94,1695,482,1186,27,4,2019
"74","CALIFORNIA","Metropolitan","Fresno",1082,14,38,102,928,3281,1378,1304,599,129,2019
"75","CALIFORNIA","Metropolitan","Imperial",211,2,11,7,191,588,178,324,86,22,2019
"76","CALIFORNIA","Metropolitan","Kern",2864,29,244,433,2158,9449,2756,4680,2013,275,2019
"77","CALIFORNIA","Metropolitan","Kings",125,2,19,19,85,432,114,297,21,1,2019
"78","CALIFORNIA","Metropolitan","Los Angeles",5564,68,300,1443,3753,15040,2798,8595,3647,220,2019
"79","CALIFORNIA","Metropolitan","Madera",457,1,34,14,408,1017,375,621,21,7,2019
"80","CALIFORNIA","Metropolitan","Marin",63,1,5,12,45,738,143,591,4,1,2019
"81","CALIFORNIA","Metropolitan","Merced",500,4,19,24,453,1515,487,956,72,8,2019
"82","CALIFORNIA","Metropolitan","Monterey",258,3,25,36,194,1125,361,733,31,7,2019
"83","CALIFORNIA","Metropolitan","Napa",69,0,11,7,51,269,55,212,2,0,2019
"84","CALIFORNIA","Metropolitan","Orange",247,2,11,21,213,881,142,642,97,4,2019
"85","CALIFORNIA","Metropolitan","Placer",183,3,28,13,139,1077,278,769,30,9,2019
"86","CALIFORNIA","Metropolitan","Riverside",932,24,37,179,692,7220,1454,4320,1446,24,2019
"87","CALIFORNIA","Metropolitan","Sacramento",2408,36,161,685,1526,8067,2276,5634,157,67,2019
"88","CALIFORNIA","Metropolitan","San Benito",33,0,7,2,24,152,34,105,13,0,2019
"89","CALIFORNIA","Metropolitan","San Bernardino",1503,27,115,189,1172,3945,1142,1875,928,53,2019
"90","CALIFORNIA","Metropolitan","San Diego",1499,10,104,224,1161,4300,901,2498,901,30,2019
"91","CALIFORNIA","Metropolitan","San Joaquin",903,5,35,162,701,2439,719,1589,131,24,2019
"92","CALIFORNIA","Metropolitan","San Luis Obispo",181,5,26,5,145,963,331,614,18,7,2019
"93","CALIFORNIA","Metropolitan","San Mateo",324,3,71,62,188,3245,297,2612,336,5,2019
"94","CALIFORNIA","Metropolitan","Santa Barbara",232,2,17,26,187,1257,305,938,14,8,2019
"95","CALIFORNIA","Metropolitan","Santa Clara",356,2,40,25,289,1518,178,1154,186,4,2019
"96","CALIFORNIA","Metropolitan","Santa Cruz",331,5,58,34,234,1630,439,1174,17,7,2019
"97","CALIFORNIA","Metropolitan","Shasta",386,4,41,34,307,824,415,332,77,12,2019
"98","CALIFORNIA","Metropolitan","Solano",109,1,13,18,77,377,110,192,75,7,2019
"99","CALIFORNIA","Metropolitan","Sonoma",497,1,45,36,415,1089,350,733,6,22,2019
"100","CALIFORNIA","Metropolitan","Stanislaus",370,8,17,90,255,1602,559,1000,43,13,2019
"101","CALIFORNIA","Metropolitan","Sutter",77,1,4,13,59,576,167,350,59,1,2019
"102","CALIFORNIA","Metropolitan","Tulare",334,9,30,64,231,1893,637,1254,2,0,2019
"103","CALIFORNIA","Metropolitan","Ventura",159,5,18,25,111,543,112,363,68,13,2019
"104","CALIFORNIA","Metropolitan","Yolo",69,0,8,6,55,294,79,204,11,1,2019
"105","CALIFORNIA","Metropolitan","Yuba",204,5,21,37,141,847,316,520,11,11,2019
"106","CALIFORNIA","Nonmetropolitan","Alpine",13,0,2,0,11,29,12,14,3,0,2019
"107","CALIFORNIA","Nonmetropolitan","Amador",66,1,3,8,54,416,146,268,2,4,2019
"108","CALIFORNIA","Nonmetropolitan","Calaveras",139,1,32,8,98,668,274,380,14,0,2019
"109","CALIFORNIA","Nonmetropolitan","Colusa",26,0,8,4,14,169,53,111,5,3,2019
"110","CALIFORNIA","Nonmetropolitan","Del Norte",84,2,11,18,53,424,192,228,4,12,2019
"111","CALIFORNIA","Nonmetropolitan","Glenn",55,2,8,8,37,362,86,239,37,3,2019
"112","CALIFORNIA","Nonmetropolitan","Humboldt",310,1,21,59,229,1092,398,661,33,17,2019
"113","CALIFORNIA","Nonmetropolitan","Inyo",60,1,9,3,47,192,86,105,1,0,2019
"114","CALIFORNIA","Nonmetropolitan","Lake",193,3,21,19,150,435,204,225,6,5,2019
"115","CALIFORNIA","Nonmetropolitan","Lassen",78,0,8,0,70,172,100,65,7,1,2019
"116","CALIFORNIA","Nonmetropolitan","Mariposa",79,0,8,2,69,171,53,115,3,0,2019
"117","CALIFORNIA","Nonmetropolitan","Mendocino",178,2,29,14,133,414,174,225,15,18,2019
"118","CALIFORNIA","Nonmetropolitan","Modoc",31,0,2,1,28,29,6,22,1,0,2019
"119","CALIFORNIA","Nonmetropolitan","Mono",25,0,3,0,22,53,21,32,0,1,2019
"120","CALIFORNIA","Nonmetropolitan","Nevada",118,0,9,6,103,424,191,226,7,1,2019
"121","CALIFORNIA","Nonmetropolitan","Plumas",128,1,9,5,113,294,116,167,11,3,2019
"122","CALIFORNIA","Nonmetropolitan","Sierra",1,0,0,0,1,31,15,16,0,0,2019
"123","CALIFORNIA","Nonmetropolitan","Siskiyou",70,5,2,2,61,146,69,69,8,1,2019
"124","CALIFORNIA","Nonmetropolitan","Tehama",95,2,14,12,67,472,179,278,15,0,2019
"125","CALIFORNIA","Nonmetropolitan","Trinity",61,2,10,9,40,190,83,101,6,2,2019
"126","CALIFORNIA","Nonmetropolitan","Tuolumne",169,2,62,7,98,669,306,355,8,6,2019
"127","COLORADO","Metropolitan","Adams",513,7,94,76,336,2845,350,1608,887,23,2019
"128","COLORADO","Metropolitan","Boulder",85,1,11,8,65,617,143,431,43,3,2019
"129","COLORADO","Metropolitan","Douglas",318,2,99,21,196,2098,328,1610,160,20,2019
"130","COLORADO","Metropolitan","Elbert",5,0,1,0,4,5,1,2,2,1,2019
"131","COLORADO","Metropolitan","El Paso",484,7,112,50,315,2351,402,1509,440,23,2019
"132","COLORADO","Metropolitan","Gilpin",25,0,2,4,19,83,21,55,7,1,2019
"133","COLORADO","Metropolitan","Larimer",211,2,24,7,178,753,134,531,88,8,2019
"134","COLORADO","Metropolitan","Mesa",164,5,36,18,105,1059,249,694,116,17,2019
"135","COLORADO","Metropolitan","Park",41,1,6,1,33,65,17,42,6,2,2019
"136","COLORADO","Metropolitan","Pueblo",45,2,0,5,38,1058,183,720,155,1,2019
"137","COLORADO","Metropolitan","Teller",13,0,1,0,12,53,14,31,8,1,2019
"138","COLORADO","Metropolitan","Weld",136,2,24,10,100,664,128,415,121,8,2019
"139","COLORADO","Nonmetropolitan","Archuleta",46,0,13,1,32,125,38,73,14,1,2019
"140","COLORADO","Nonmetropolitan","Baca",3,0,0,0,3,2,0,1,1,0,2019
"141","COLORADO","Nonmetropolitan","Bent",17,1,3,1,12,166,57,96,13,1,2019
"142","COLORADO","Nonmetropolitan","Chaffee",3,0,2,0,1,57,10,38,9,0,2019
"143","COLORADO","Nonmetropolitan","Cheyenne",3,0,0,0,3,14,2,12,0,0,2019
"144","COLORADO","Nonmetropolitan","Crowley",5,0,1,0,4,61,25,30,6,1,2019
"145","COLORADO","Nonmetropolitan","Custer",8,0,0,0,8,67,7,53,7,1,2019
"146","COLORADO","Nonmetropolitan","Dolores",1,0,0,0,1,22,13,5,4,0,2019
"147","COLORADO","Nonmetropolitan","Eagle",28,0,12,0,16,190,25,154,11,2,2019
"148","COLORADO","Nonmetropolitan","Fremont",35,1,9,1,24,198,51,110,37,0,2019
"149","COLORADO","Nonmetropolitan","Garfield",70,0,15,4,51,205,55,130,20,4,2019
"150","COLORADO","Nonmetropolitan","Gunnison",6,0,1,0,5,21,2,15,4,0,2019
"151","COLORADO","Nonmetropolitan","Huerfano",24,0,4,1,19,151,51,78,22,1,2019
"152","COLORADO","Nonmetropolitan","Kiowa",2,0,0,0,2,14,4,8,2,0,2019
"153","COLORADO","Nonmetropolitan","Kit Carson",4,1,1,0,2,42,19,21,2,1,2019
"154","COLORADO","Nonmetropolitan","La Plata",50,1,19,0,30,197,54,125,18,3,2019
"155","COLORADO","Nonmetropolitan","Las Animas",16,1,1,0,14,53,18,31,4,2,2019
"156","COLORADO","Nonmetropolitan","Logan",33,1,7,0,25,109,51,42,16,1,2019
"157","COLORADO","Nonmetropolitan","Moffat",15,0,0,0,15,10,1,9,0,0,2019
"158","COLORADO","Nonmetropolitan","Montezuma",15,1,1,1,12,136,52,71,13,1,2019
"159","COLORADO","Nonmetropolitan","Montrose",20,0,3,0,17,176,59,108,9,1,2019
"160","COLORADO","Nonmetropolitan","Morgan",21,1,9,0,11,127,49,66,12,3,2019
"161","COLORADO","Nonmetropolitan","Otero",21,4,7,0,10,92,24,47,21,0,2019
"162","COLORADO","Nonmetropolitan","Phillips",2,0,0,0,2,2,0,2,0,0,2019
"163","COLORADO","Nonmetropolitan","Pitkin",2,0,2,0,0,23,2,19,2,0,2019
"164","COLORADO","Nonmetropolitan","Prowers",2,0,0,0,2,16,3,9,4,0,2019
"165","COLORADO","Nonmetropolitan","Rio Grande",3,0,0,1,2,55,17,31,7,0,2019
"166","COLORADO","Nonmetropolitan","Routt",5,1,1,0,3,48,8,37,3,0,2019
"167","COLORADO","Nonmetropolitan","San Juan",1,0,0,0,1,9,0,6,3,0,2019
"168","COLORADO","Nonmetropolitan","San Miguel",2,0,0,0,2,5,2,3,0,0,2019
"169","COLORADO","Nonmetropolitan","Summit",36,0,16,1,19,237,44,189,4,2,2019
"170","COLORADO","Nonmetropolitan","Washington",3,1,0,1,1,74,7,52,15,0,2019
"171","COLORADO","Nonmetropolitan","Yuma",4,0,3,0,1,44,15,28,1,0,2019
"172","DELAWARE","Metropolitan","New Castle County Police Department",912,8,103,112,689,4125,668,2955,502,0,2019
"173","FLORIDA","Metropolitan","Alachua",738,4,111,99,524,1817,414,1260,143,19,2019
"174","FLORIDA","Metropolitan","Baker",121,0,14,7,100,275,63,181,31,0,2019
"175","FLORIDA","Metropolitan","Bay",360,4,51,26,279,2192,464,1544,184,6,2019
"176","FLORIDA","Metropolitan","Brevard",540,8,52,54,426,3548,656,2589,303,14,2019
"177","FLORIDA","Metropolitan","Broward",349,2,26,93,228,694,99,527,68,1,2019
"178","FLORIDA","Metropolitan","Charlotte",301,2,41,16,242,1833,262,1445,126,9,2019
"179","FLORIDA","Metropolitan","Citrus",366,4,29,40,293,2046,394,1466,186,14,2019
"180","FLORIDA","Metropolitan","Clay",510,4,86,64,356,2876,496,2213,167,10,2019
"181","FLORIDA","Metropolitan","Collier",864,8,124,144,588,3884,433,3177,274,7,2019
"182","FLORIDA","Metropolitan","Escambia",1451,24,149,299,979,7196,1540,5117,539,3,2019
"183","FLORIDA","Metropolitan","Flagler",172,3,36,8,125,1022,150,803,69,3,2019
"184","FLORIDA","Metropolitan","Gadsden",77,0,15,7,55,264,114,138,12,1,2019
"185","FLORIDA","Metropolitan","Gilchrist",33,0,8,1,24,145,53,68,24,0,2019
"186","FLORIDA","Metropolitan","Hernando",465,6,58,43,358,2258,397,1690,171,9,2019
"187","FLORIDA","Metropolitan","Highlands",209,5,20,40,144,1755,401,1279,75,5,2019
"188","FLORIDA","Metropolitan","Hillsborough",1752,32,248,278,1194,11353,1460,8948,945,33,2019
"189","FLORIDA","Metropolitan","Indian River",274,5,24,18,227,1398,177,1123,98,0,2019
"190","FLORIDA","Metropolitan","Jefferson",69,1,2,1,65,157,61,82,14,1,2019
"191","FLORIDA","Metropolitan","Lake",445,3,66,51,325,2231,567,1404,260,11,2019
"192","FLORIDA","Metropolitan","Lee",1236,9,191,256,780,4632,806,3398,428,29,2019
"193","FLORIDA","Metropolitan","Leon",322,1,35,22,264,1447,273,1059,115,1,2019
"194","FLORIDA","Metropolitan","Levy",462,1,17,2,442,527,225,243,59,4,2019
"195","FLORIDA","Metropolitan","Manatee",1368,10,179,173,1006,4650,648,3659,343,15,2019
"196","FLORIDA","Metropolitan","Marion",1014,24,171,96,723,3987,853,2614,520,4,2019
"197","FLORIDA","Metropolitan","Martin",293,3,83,34,173,1528,199,1265,64,3,2019
"198","FLORIDA","Metropolitan","Miami-Dade",5353,90,478,1294,3491,31822,2869,25805,3148,74,2019
"199","FLORIDA","Metropolitan","Nassau",174,1,35,4,134,919,332,514,73,5,2019
"200","FLORIDA","Metropolitan","Okaloosa",535,7,82,39,407,2375,271,1912,192,2,2019
"201","FLORIDA","Metropolitan","Orange",4874,58,437,1112,3267,20832,3236,15470,2126,0,2019
"202","FLORIDA","Metropolitan","Osceola",678,9,80,86,503,4509,830,3408,271,5,2019
"203","FLORIDA","Metropolitan","Palm Beach",1589,31,215,290,1053,9137,1073,7255,809,26,2019
"204","FLORIDA","Metropolitan","Pasco",1452,13,225,259,955,6456,993,4969,494,46,2019
"205","FLORIDA","Metropolitan","Pinellas",466,7,91,62,306,3831,507,3090,234,11,2019
"206","FLORIDA","Metropolitan","Polk",1166,10,63,128,965,5089,971,3572,546,6,2019
"207","FLORIDA","Metropolitan","Santa Rosa",209,4,54,14,137,1360,276,973,111,7,2019
"208","FLORIDA","Metropolitan","Sarasota",475,3,26,64,382,4183,583,3398,202,6,2019
"209","FLORIDA","Metropolitan","Seminole",445,4,83,45,313,2551,392,1977,182,5,2019
"210","FLORIDA","Metropolitan","St. Johns",281,5,24,32,220,2104,297,1657,150,4,2019
"211","FLORIDA","Metropolitan","St. Lucie",259,2,42,36,179,1160,210,842,108,8,2019
"212","FLORIDA","Metropolitan","Sumter",176,5,15,13,143,884,194,589,101,4,2019
"213","FLORIDA","Metropolitan","Volusia",546,7,60,87,392,2205,421,1572,212,14,2019
"214","FLORIDA","Metropolitan","Wakulla",75,0,11,2,62,503,124,346,33,1,2019
"215","FLORIDA","Metropolitan","Walton",114,1,15,4,94,755,130,569,56,0,2019
"216","FLORIDA","Nonmetropolitan","Bradford",65,0,12,3,50,226,82,123,21,1,2019
"217","FLORIDA","Nonmetropolitan","Calhoun",30,1,0,1,28,78,27,42,9,0,2019
"218","FLORIDA","Nonmetropolitan","Columbia",158,1,17,19,121,894,361,483,50,2,2019
"219","FLORIDA","Nonmetropolitan","DeSoto",104,0,17,6,81,512,147,321,44,2,2019
"220","FLORIDA","Nonmetropolitan","Dixie",85,1,14,2,68,147,88,44,15,1,2019
"221","FLORIDA","Nonmetropolitan","Franklin",59,0,1,0,58,211,33,169,9,2,2019
"222","FLORIDA","Nonmetropolitan","Glades",24,0,2,0,22,124,20,92,12,0,2019
"223","FLORIDA","Nonmetropolitan","Gulf",29,1,1,0,27,156,47,97,12,0,2019
"224","FLORIDA","Nonmetropolitan","Hamilton",41,1,4,4,32,186,56,119,11,1,2019
"225","FLORIDA","Nonmetropolitan","Hardee",47,1,4,4,38,270,79,167,24,0,2019
"226","FLORIDA","Nonmetropolitan","Hendry",126,7,19,11,89,630,254,328,48,3,2019
"227","FLORIDA","Nonmetropolitan","Holmes",72,0,12,3,57,158,54,97,7,0,2019
"228","FLORIDA","Nonmetropolitan","Lafayette",13,0,1,0,12,37,12,20,5,0,2019
"229","FLORIDA","Nonmetropolitan","Liberty",19,1,0,1,17,66,22,35,9,0,2019
"230","FLORIDA","Nonmetropolitan","Madison",109,0,14,3,92,174,71,101,2,0,2019
"231","FLORIDA","Nonmetropolitan","Monroe",186,2,19,23,142,681,86,557,38,6,2019
"232","FLORIDA","Nonmetropolitan","Okeechobee",162,2,21,25,114,780,153,549,78,0,2019
"233","FLORIDA","Nonmetropolitan","Putnam",124,4,21,10,89,797,217,528,52,0,2019
"234","FLORIDA","Nonmetropolitan","Suwannee",148,2,17,2,127,432,137,269,26,0,2019
"235","FLORIDA","Nonmetropolitan","Taylor",71,0,9,4,58,229,91,108,30,0,2019
"236","FLORIDA","Nonmetropolitan","Union",47,0,12,3,32,83,30,47,6,0,2019
"237","FLORIDA","Nonmetropolitan","Washington",32,0,0,1,31,132,44,74,14,0,2019
"238","GEORGIA","Metropolitan","Brooks",50,0,5,1,44,196,47,122,27,0,2019
"239","GEORGIA","Metropolitan","Bryan",47,1,5,9,32,277,45,217,15,0,2019
"240","GEORGIA","Metropolitan","Burke",27,0,2,3,22,225,57,142,26,0,2019
"241","GEORGIA","Metropolitan","Butts",57,2,6,3,46,329,40,266,23,1,2019
"242","GEORGIA","Metropolitan","Cherokee",74,0,19,12,43,1145,149,902,94,0,2019
"243","GEORGIA","Metropolitan","Clayton County Police Department",1440,33,220,422,765,7364,1627,4595,1142,20,2019
"244","GEORGIA","Metropolitan","Cobb",6,0,0,0,6,74,0,71,3,0,2019
"245","GEORGIA","Metropolitan","Coweta",596,5,53,10,528,1007,179,730,98,3,2019
"246","GEORGIA","Metropolitan","Dougherty",0,0,0,0,0,56,0,55,1,0,2019
"247","GEORGIA","Metropolitan","Dougherty County Police Department",38,0,5,9,24,284,84,173,27,0,2019
"248","GEORGIA","Metropolitan","Echols",3,0,1,0,2,19,9,10,0,0,2019
"249","GEORGIA","Metropolitan","Fayette",50,4,7,5,34,346,93,222,31,2,2019
"250","GEORGIA","Metropolitan","Forsyth",123,1,22,7,93,1377,180,1077,120,0,2019
"251","GEORGIA","Metropolitan","Hall",252,4,37,20,191,1315,288,876,151,4,2019
"252","GEORGIA","Metropolitan","Haralson",146,1,8,2,135,384,102,234,48,3,2019
"253","GEORGIA","Metropolitan","Heard",18,0,1,2,15,96,25,60,11,2,2019
"254","GEORGIA","Metropolitan","Jasper",69,0,2,2,65,193,34,144,15,1,2019
"255","GEORGIA","Metropolitan","Jones",22,0,2,2,18,303,81,192,30,1,2019
"256","GEORGIA","Metropolitan","Lanier",22,0,0,1,21,117,33,71,13,0,2019
"257","GEORGIA","Metropolitan","Lee",41,0,6,11,24,494,103,356,35,1,2019
"258","GEORGIA","Metropolitan","Madison",99,1,3,2,93,363,60,280,23,4,2019
"259","GEORGIA","Metropolitan","Marion",2,0,0,0,2,29,9,17,3,0,2019
"260","GEORGIA","Metropolitan","McDuffie",28,0,3,6,19,178,67,101,10,0,2019
"261","GEORGIA","Metropolitan","Meriwether",42,2,5,2,33,257,64,173,20,1,2019
"262","GEORGIA","Metropolitan","Murray",47,0,5,3,39,85,16,51,18,NA,2019
"263","GEORGIA","Metropolitan","Newton",81,3,8,32,38,821,303,408,110,12,2019
"264","GEORGIA","Metropolitan","Paulding",320,5,27,22,266,1862,314,1272,276,11,2019
"265","GEORGIA","Metropolitan","Peach",25,0,6,3,16,156,32,106,18,0,2019
"266","GEORGIA","Metropolitan","Pike",20,0,1,2,17,193,24,160,9,0,2019
"267","GEORGIA","Metropolitan","Walton",39,1,10,7,21,444,74,322,48,0,2019
"268","GEORGIA","Nonmetropolitan","Berrien",51,1,3,0,47,132,31,92,9,2,2019
"269","GEORGIA","Nonmetropolitan","Bleckley",21,0,3,0,18,100,34,61,5,0,2019
"270","GEORGIA","Nonmetropolitan","Candler",9,0,1,3,5,41,9,31,1,1,2019
"271","GEORGIA","Nonmetropolitan","Cook",36,0,1,1,34,131,25,89,17,0,2019
"272","GEORGIA","Nonmetropolitan","Fannin",31,2,8,1,20,274,61,179,34,3,2019
"273","GEORGIA","Nonmetropolitan","Franklin",16,2,3,0,11,221,53,153,15,0,2019
"274","GEORGIA","Nonmetropolitan","Gilmer",72,0,16,0,56,327,73,226,28,2,2019
"275","GEORGIA","Nonmetropolitan","Hancock",15,0,0,0,15,50,15,28,7,0,2019
"276","GEORGIA","Nonmetropolitan","Jefferson",27,0,2,0,25,70,23,36,11,0,2019
"277","GEORGIA","Nonmetropolitan","Laurens",92,1,12,8,71,523,175,291,57,3,2019
"278","GEORGIA","Nonmetropolitan","Mitchell",28,0,2,2,24,265,40,196,29,0,2019
"279","GEORGIA","Nonmetropolitan","Pierce",31,0,5,2,24,321,72,219,30,2,2019
"280","GEORGIA","Nonmetropolitan","Pulaski",50,2,2,1,45,209,55,151,3,NA,2019
"281","GEORGIA","Nonmetropolitan","Screven",37,0,0,4,33,112,41,59,12,2,2019
"282","GEORGIA","Nonmetropolitan","Thomas",60,0,17,11,32,477,106,322,49,3,2019
"283","GEORGIA","Nonmetropolitan","Towns",23,0,3,0,20,88,17,67,4,0,2019
"284","GEORGIA","Nonmetropolitan","Treutlen",5,0,1,0,4,34,10,22,2,1,2019
"285","GEORGIA","Nonmetropolitan","Ware",83,1,3,3,76,432,62,354,16,NA,2019
"286","GEORGIA","Nonmetropolitan","White",22,0,1,1,20,136,51,77,8,1,2019
"287","GEORGIA","Nonmetropolitan","Wilkes",22,0,1,0,21,30,6,20,4,0,2019
"288","GEORGIA","Nonmetropolitan","Wilkinson",10,0,0,1,9,34,16,14,4,0,2019
"289","HAWAII","Metropolitan","Maui Police Department",449,1,110,67,271,4984,577,3746,661,128,2019
"290","IDAHO","Metropolitan","Ada",257,0,67,4,186,595,131,443,21,10,2019
"291","IDAHO","Metropolitan","Bannock",5,0,2,0,3,37,9,20,8,0,2019
"292","IDAHO","Metropolitan","Boise",17,0,1,1,15,62,7,51,4,0,2019
